id,windows,car,lights,gas,convience,sdpd,lampdist,lat,lon,crime
2011_91185,0,3,1,1633,236,2861,14.14,32.7922082824,-117.254152945,ROBBERY
2011_91266,1,2,0,1238,3010,3109,70.0,32.7059388371,-117.06398335700001,ROBBERY
2012_91306,0,7,2,364,409,1181,20.0,32.9125786883,-117.148000376,ROBBERY
2011_91406,0,2,2,620,611,534,14.14,32.7531445813,-117.130161806,ROBBERY
2011_91602,1,5,0,1626,356,7326,80.62,32.8498312216,-117.272159355,ROBBERY
2012_91640,0,1,0,407,950,626,58.3,32.9593184128,-117.125371155,ROBBERY
2012_91720,0,5,1,83,83,2685,14.14,32.7461460025,-117.059663145,ROBBERY
2011_91970,0,2,4,1136,36,1248,10.0,32.716213932399995,-117.168279645,ROBBERY
2011_92137,2,7,2,50,664,824,0.0,32.754144715500004,-117.100820006,ROBBERY
2011_92181,2,1,0,1020,1003,1327,31.62,32.7489456155,-117.17091539100001,ROBBERY
2011_92253,0,4,4,433,1275,974,14.14,32.708366137199995,-117.148987975,ROBBERY
2012_92280,0,0,0,2900,2814,3462,60.0,32.8066829133,-117.205289559,ROBBERY
2011_92355,0,6,1,236,239,1010,10.0,32.7493783516,-117.14003932600001,ROBBERY
2011_92578,0,2,3,501,501,829,14.14,32.7485015477,-117.15234094,ROBBERY
2012_92683,0,3,1,1197,1204,3108,20.0,32.7954740298,-117.14393537,ROBBERY
2011_93023,0,5,4,299,299,555,41.23,32.550295558,-117.037033243,ROBBERY
2012_93291,0,2,1,931,931,1096,10.0,32.7026620512,-117.04809799200001,ROBBERY
2011_93431,10,3,1,622,150,634,10.0,32.7051406841,-117.134555506,ROBBERY
2011_93862,0,1,1,1074,726,3332,20.0,32.7614570154,-117.16788214,ROBBERY
2011_94519,0,8,1,597,630,1760,22.36,32.752396804,-117.11306856700001,ROBBERY
2012_94587,0,3,1,1459,1444,4415,14.14,32.7378266529,-117.057757525,ROBBERY
2011_94690,0,5,0,4013,3627,2451,28.28,32.7341449771,-117.145890112,ROBBERY
2011_95000,0,4,0,1336,2773,2939,53.85,32.7056082919,-117.06269000799999,ROBBERY
2012_95071,0,5,1,716,817,1813,28.28,32.7731527629,-117.06434237399999,ROBBERY
2012_95133,2,5,0,1616,1615,2844,56.56,32.5626021195,-117.05547226,ROBBERY
2011_95214,0,3,2,556,1002,1468,63.24,32.7560963255,-117.100794941,ROBBERY
2012_95440,4,2,0,1006,50,2143,50.0,32.8032084456,-117.144789934,ROBBERY
2012_95465,0,1,0,1500,1500,3418,41.23,32.726143507399996,-117.102827735,ROBBERY
2011_95606,2,8,0,641,825,1912,41.23,32.7530635552,-117.19535955100001,ROBBERY
2011_95761,0,3,0,908,908,1232,44.72,32.7053386559,-117.124643692,ROBBERY
2011_96069,0,4,0,902,902,1685,41.23,32.9231294947,-117.13565496,ROBBERY
2012_96189,0,5,1,2132,1171,2985,30.0,32.7473689693,-117.09048835600001,ROBBERY
2011_96320,0,6,1,21,103,2268,22.36,32.951988182,-117.10786154799999,ROBBERY
2011_96391,0,3,0,1047,1258,1597,28.28,32.8081120987,-117.15991514299999,ROBBERY
2011_96458,1,2,1,383,229,3357,50.0,32.7233383838,-117.08493985700001,ROBBERY
2011_96503,0,7,2,989,932,3434,22.36,32.6967767913,-117.08748534700001,ROBBERY
2012_96536,0,4,0,811,1018,1482,31.62,32.9091260756,-117.128498666,ROBBERY
2012_96635,0,4,1,2175,1369,1700,102.95,32.6951645002,-117.040298513,ROBBERY
2012_96965,0,5,2,352,405,396,10.0,32.7476464342,-117.16042905100001,ROBBERY
2012_97054,0,5,0,1207,395,5393,36.05,32.7452057217,-117.198199086,ROBBERY
2012_97379,1,6,5,139,101,1589,22.36,32.7571124439,-117.08441419399999,ROBBERY
2012_97499,0,5,1,83,83,2685,14.14,32.7461460025,-117.059663145,ROBBERY
2011_97568,0,7,0,2135,2448,3044,50.99,32.7666515633,-117.147756968,ROBBERY
2012_97872,0,10,1,392,392,356,14.14,32.7531256608,-117.14634983200001,ROBBERY
2011_97938,1,5,2,482,1192,460,10.0,32.7214666467,-117.157469675,ROBBERY
2011_98124,0,1,0,991,1684,1183,76.15,32.9169807715,-117.138040998,ROBBERY
2012_98260,0,2,0,556,905,1354,120.0,32.7697391539,-117.167529465,ROBBERY
2012_98617,0,1,0,310,2373,3324,22.36,32.7004458134,-117.091817548,ROBBERY
2011_98805,0,7,1,363,389,1569,0.0,32.6854326927,-117.10986013600001,ROBBERY
