id,windows,car,lights,gas,convience,sdpd,lampdist,lat,lon,crime
s_119,0,5,2,0,0,2,15.6963662416817,32.7084724,-117.13888429999999,safe
s_120,0,3,2,0,0,0,9.044255861201568,32.7115279,-117.14634620000001,safe
s_121,0,6,3,0,0,0,8.051908106520857,32.7107425,-117.14399650000001,safe
s_122,0,5,0,0,0,0,36.90381481733828,32.7089822,-117.14493,safe
s_123,0,7,2,0,0,1,9.635652316233006,32.7098127,-117.1439858,safe
s_124,0,4,2,0,0,1,20.354165155189566,32.708377299999995,-117.14427549999999,safe
s_125,2,5,3,0,1,0,8.271614360367986,32.712376500000005,-117.14583119999999,safe
s_126,1,3,2,0,1,0,12.83045660127343,32.712299699999996,-117.14493,safe
s_127,0,4,0,0,1,0,32.669557593502205,32.7111668,-117.14491389999999,safe
s_128,2,2,2,0,0,0,15.938313938813431,32.7118032,-117.1439912,safe
s_129,2,3,2,0,0,0,7.3860649676249555,32.7122411,-117.1439912,safe
s_130,3,4,4,0,0,1,14.971676754796587,32.711573,-117.14347079999999,safe
s_131,0,4,1,0,0,1,20.1920447450462,32.7112751,-117.14245159999999,safe
s_132,0,5,1,0,0,2,4.810136160156246,32.708416899999996,-117.14319950000001,safe
s_133,0,1,0,1,1,0,51.13156611689417,32.7016863,-117.1291307,safe
s_134,0,8,0,0,0,0,38.25784158035803,32.7032708,-117.1287767,safe
s_135,0,4,1,0,0,0,17.55624976194902,32.7032888,-117.1268669,safe
s_136,0,4,1,0,0,0,8.641704010920698,32.7022416,-117.12631979999999,safe
s_137,0,4,0,0,0,0,37.726261289805045,32.7022416,-117.12790759999999,safe
s_138,0,4,1,0,0,0,4.7064070150517425,32.7022506,-117.1303645,safe
s_139,1,3,1,0,0,0,15.404247324372294,32.7030992,-117.12521470000002,safe
s_140,0,1,0,0,0,0,49.42365280086739,32.7048416,-117.1286104,safe
s_141,0,1,0,0,0,0,66.94289630084003,32.7038407,-117.12623459999999,safe
s_142,1,2,1,0,0,0,19.63929059133275,32.7098351,-117.12740409999999,safe
s_143,6,6,1,0,0,0,19.700726789178493,32.7082463,-117.1273612,safe
s_144,0,5,1,0,0,0,16.175750679600597,32.7106476,-117.1268247,safe
s_145,0,3,1,0,0,0,11.40757651666646,32.710557300000005,-117.12914209999998,safe
s_146,0,2,0,0,0,0,35.76328592881264,32.7106115,-117.1317385,safe
s_147,0,3,0,0,0,0,25.56322440725625,32.708481,-117.1317385,safe
s_148,1,0,0,0,0,0,67.46378722819973,32.7079664,-117.1305047,safe
s_149,0,7,0,0,0,0,30.96336837940043,32.707451899999995,-117.13093390000002,safe
s_150,0,0,0,0,0,0,66.58794549016582,32.7080081,-117.1265207,safe
s_151,0,6,1,0,0,0,10.115782390622742,32.7074845,-117.12637050000001,safe
s_152,3,1,0,0,0,0,52.93939174410841,32.7080172,-117.12578570000001,safe
s_153,0,1,0,0,0,0,51.975165849112635,32.7069474,-117.12684250000001,safe
s_154,0,5,0,0,0,0,27.16457893106781,32.7100115,-117.12279779999999,safe
s_155,0,3,0,0,0,0,26.60599984393407,32.7109233,-117.12264760000001,safe
s_156,0,1,0,0,0,0,29.31476600169928,32.7101469,-117.1207968,safe
s_157,0,5,0,0,0,0,63.89082492389636,32.7104547,-117.12302679999999,safe
s_158,0,2,1,0,0,0,18.239896368025935,32.7095294,-117.1230643,safe
s_159,0,5,0,0,0,0,57.62768084874882,32.7138239,-117.1236695,safe
s_160,0,4,0,0,0,0,68.6394168825407,32.7138194,-117.12465120000002,safe
s_161,0,4,1,0,0,0,15.773827138599383,32.7144603,-117.12189920000002,safe
s_162,0,3,0,0,0,0,50.68144370696555,32.7144694,-117.1205957,safe
s_163,2,4,0,0,0,0,106.14161611646931,32.715182500000004,-117.11996,safe
s_164,0,5,0,0,0,0,40.685839561900465,32.7144644,-117.11935290000001,safe
s_165,0,1,0,0,0,0,49.488353930798425,32.7132692,-117.1281216,safe
s_166,0,1,0,0,0,0,78.62775866361959,32.7132646,-117.12667320000001,safe
s_167,0,1,0,0,0,0,52.99236439012062,32.7132601,-117.12937959999998,safe
s_168,0,3,1,0,0,0,19.807212436895725,32.7127456,-117.12873049999999,safe
s_169,0,2,1,2,0,0,19.732205855931305,32.7121221,-117.1301835,safe
s_170,0,5,2,0,0,0,11.265853831426499,32.710758899999995,-117.1302183,safe
s_171,0,6,2,0,0,0,7.765061823504468,32.7100729,-117.13020759999999,safe
s_172,0,7,0,0,0,0,50.56326598716405,32.745796399999996,-117.1319074,safe
s_173,0,4,1,0,0,0,9.013966208543748,32.745796399999996,-117.1310008,safe
s_174,1,4,0,0,0,0,42.84767232893089,32.7463197,-117.1306092,safe
s_175,0,5,0,0,0,0,42.40125077564247,32.7452775,-117.132476,safe
s_176,0,7,0,0,0,0,40.36710674955443,32.7468882,-117.1319288,safe
s_177,0,2,0,0,0,0,37.810790787905496,32.7442432,-117.1324297,safe
s_178,0,2,1,0,0,0,12.793674720676384,32.746427000000004,-117.133642,safe
s_179,0,1,0,0,0,0,28.924453045417053,32.745542699999994,-117.133642,safe
s_180,0,4,0,0,0,0,53.993376045422075,32.7447125,-117.133642,safe
s_181,0,6,0,0,0,0,48.506046419894,32.747735399999996,-117.1328052,safe
s_182,1,4,0,0,0,0,54.79869877532919,32.7462104,-117.13469350000001,safe
s_183,1,5,0,0,0,0,44.35325110379792,32.7472572,-117.1346506,safe
s_184,7,3,0,0,0,0,21.52804632359918,32.747572999999996,-117.1349831,safe
s_185,0,2,0,0,0,0,94.09050063576497,32.744956099999996,-117.1352084,safe
s_186,0,5,0,0,0,0,35.36484013768742,32.7453712,-117.1368392,safe
s_187,3,6,0,0,0,0,96.05683026815365,32.7465623,-117.136807,safe
s_188,2,1,0,0,0,0,61.19364107879394,32.7470857,-117.1373251,safe
s_189,3,1,0,0,0,0,59.868647202039604,32.746111199999994,-117.1373251,safe
s_190,0,0,0,0,0,0,64.30449886572332,32.74526289999999,-117.13733590000001,safe
s_191,1,0,0,0,0,0,60.851176662216,32.74455,-117.1373466,safe
s_192,2,3,0,0,0,0,59.58494506734597,32.7455878,-117.13846240000001,safe
s_193,0,3,0,0,0,0,29.65048630827617,32.746418,-117.1379152,safe
s_194,0,3,0,0,0,0,90.67833509580916,32.7463458,-117.13894520000001,safe
s_195,1,4,1,0,0,0,9.69870209595231,32.7448298,-117.1389988,safe
s_196,0,4,0,0,0,0,96.17978627421878,32.7464631,-117.14006100000002,safe
s_197,0,6,0,0,0,0,73.92307758268417,32.7448839,-117.1400717,safe
s_198,1,1,0,0,0,0,39.87211886796555,32.7456149,-117.1395138,safe
s_199,0,5,0,0,0,0,60.775896209887115,32.7474286,-117.13952450000001,safe
s_200,0,5,0,0,0,0,48.29886124211275,32.7474196,-117.14067790000001,safe
s_201,2,3,0,0,0,0,50.74465256643251,32.7455923,-117.1407101,safe
s_202,1,3,0,0,0,0,56.095466108609855,32.7437785,-117.1406618,safe
s_203,0,3,0,0,0,0,26.581250677075047,32.7437785,-117.1393743,safe
s_204,0,7,1,0,0,0,8.165011476288809,32.745438899999996,-117.1422175,safe
s_205,0,2,1,0,0,0,7.361267346730562,32.7442207,-117.1422282,safe
s_206,0,3,0,0,0,0,92.67185759821886,32.7445545,-117.1411446,safe
s_207,0,4,0,0,0,0,55.1509301144252,32.743201,-117.14006100000002,safe
s_208,0,6,0,0,0,0,54.28948210502003,32.7441755,-117.14006100000002,safe
s_209,6,8,1,0,0,0,11.67088042312818,32.7507769,-117.14375090000001,safe
s_210,0,6,0,0,0,0,95.72909485118406,32.7512191,-117.144974,safe
s_211,0,2,0,0,0,0,68.86015615445835,32.7506596,-117.14560700000001,safe
s_212,0,1,0,0,0,0,22.434083179854643,32.750037,-117.14375090000001,safe
s_213,2,2,0,0,0,0,46.67408388743576,32.7503077,-117.1421631,safe
s_214,0,5,0,0,0,0,53.43221531676682,32.7498024,-117.14498470000001,safe
s_215,0,6,0,0,0,0,35.301634846084966,32.7512777,-117.1412779,safe
s_216,1,5,0,0,0,1,61.06001828927759,32.7509893,-117.1375691,safe
s_217,0,6,0,0,0,1,44.49414956595975,32.7511788,-117.13633529999998,safe
s_218,7,1,0,0,0,1,65.26611406233158,32.7516661,-117.1369871,safe
s_219,0,3,1,0,0,0,16.484720458178888,32.75312,-117.0898548,safe
s_220,0,2,0,0,0,0,46.64565099024983,32.7526056,-117.0906702,safe
s_221,2,2,0,0,0,0,71.54967920230807,32.7537065,-117.0906487,safe
s_222,0,5,0,0,0,0,73.51738334469717,32.752353,-117.0911744,safe
s_223,0,6,0,0,0,0,55.504984809606064,32.753625199999995,-117.0857993,safe
s_224,0,1,0,0,0,0,65.16925520583173,32.7536072,-117.0863572,safe
s_225,0,3,0,0,0,0,57.097906541801635,32.75448239999999,-117.0863357,safe
s_226,0,4,1,0,0,0,19.56291685160976,32.7524613,-117.0857993,safe
s_227,2,1,0,0,0,0,56.596979228172295,32.753923,-117.08740859999999,safe
s_228,0,4,0,0,0,0,35.66481780582091,32.7545456,-117.0868722,safe
s_229,0,3,0,0,0,0,33.29368241543873,32.7677185,-117.07713600000001,safe
s_230,1,3,0,0,0,0,30.36111574986672,32.764975899999996,-117.07610600000001,safe
s_231,1,3,0,0,0,0,37.424878633084155,32.7637489,-117.07608459999999,safe
s_232,0,2,0,0,0,0,29.93617466338129,32.762864799999996,-117.07610600000001,safe
s_233,0,3,1,0,0,0,11.69482612572618,32.7665457,-117.0731878,safe
s_234,0,2,1,0,0,0,16.22098438579128,32.7667442,-117.0744967,safe
s_235,0,3,1,0,0,0,13.104193596563373,32.7642722,-117.0731449,safe
s_236,0,1,0,0,0,0,40.33526896818907,32.7608528,-117.07457179999999,safe
s_237,0,1,1,1,0,0,17.50174376420857,32.7618904,-117.0736491,safe
s_238,0,2,0,0,0,0,75.52726002727826,32.7619806,-117.07492579999999,safe
s_239,0,3,0,0,0,0,66.65859924109486,32.7618633,-117.0717716,safe
s_240,0,3,1,0,0,0,19.350838118758865,32.763270899999995,-117.07936809999998,safe
s_241,0,2,0,0,0,0,27.09669427539465,32.7623777,-117.07893899999999,safe
s_242,3,4,1,0,0,0,16.733450143242795,32.7626755,-117.07760859999999,safe
s_243,0,3,1,0,0,0,13.319183960643482,32.7634875,-117.07782320000001,safe
s_244,0,3,0,0,0,0,64.21426077479377,32.7640829,-117.0801406,safe
s_245,0,3,0,0,0,0,39.12633276200225,32.763990299999996,-117.08176499999999,safe
s_246,0,7,1,0,0,0,7.995882743719092,32.765271399999996,-117.08135729999998,safe
s_247,0,4,1,0,0,0,11.725330803973215,32.7660834,-117.08097109999999,safe
s_248,1,4,0,0,0,0,51.86931235314411,32.7663811,-117.0797587,safe
s_249,0,6,0,0,0,0,52.51574066283114,32.7742076,-117.0821352,safe
s_250,0,5,0,0,0,0,64.73087388178419,32.775696,-117.0821245,safe
s_251,0,4,0,0,0,0,33.136057006309,32.7750465,-117.082972,safe
s_252,0,3,1,0,0,0,19.966448710428878,32.775470500000004,-117.08423799999998,safe
s_253,0,1,0,0,0,0,21.86294901957849,32.776102,-117.0841844,safe
s_254,0,8,0,0,0,0,45.3796839852524,32.7735671,-117.0835943,safe
s_255,0,2,0,0,0,2,40.24084927706145,32.7731612,-117.08134129999999,safe
s_256,0,4,0,0,0,0,30.085313099019523,32.7728274,-117.0835943,safe
s_257,0,1,1,0,0,0,12.892407881097427,32.773522,-117.08538600000001,safe
s_258,0,4,1,0,0,2,10.11614853310653,32.774929300000004,-117.0813091,safe
s_259,0,6,0,0,0,2,63.50988645216779,32.7740903,-117.0813091,safe
s_260,0,2,0,0,0,0,77.29769011820056,32.777067200000005,-117.0821567,safe
s_261,1,6,0,0,1,2,43.93915344959933,32.7717201,-117.07439369999999,safe
s_262,0,4,1,0,0,0,14.344606700481927,32.7716434,-117.0725752,safe
s_263,1,3,0,0,1,2,38.16239189215629,32.772468800000006,-117.07541840000002,safe
s_264,1,2,0,0,0,2,63.696059003934096,32.7725455,-117.07436159999999,safe
s_265,0,0,0,0,1,2,49.015851106004675,32.7731409,-117.0755551,safe
s_266,0,4,0,0,0,0,63.626940389421996,32.7701361,-117.079773,safe
s_267,0,5,0,0,0,0,45.44884590664262,32.769225,-117.08011640000001,safe
s_268,0,3,1,0,0,0,19.583865258946094,32.7693964,-117.0808245,safe
s_269,0,7,0,0,0,0,38.476644781168,32.7706413,-117.0803631,safe
s_270,0,4,1,0,0,1,13.179745742642874,32.7722381,-117.081318,safe
s_271,0,3,0,0,0,2,26.54283257348217,32.7729688,-117.0813394,safe
s_272,0,1,0,0,0,0,72.67067524718792,32.7714713,-117.08254109999999,safe
s_273,0,4,0,0,0,0,32.40331680026041,32.7697753,-117.0824874,safe
s_274,0,4,0,0,0,0,44.52896607572188,32.7704158,-117.08271270000002,safe
s_275,0,2,0,0,0,0,49.08662012363167,32.769342200000004,-117.0762862,safe
s_276,0,6,1,0,0,0,8.909628846120748,32.7690265,-117.07537959999999,safe
s_277,0,3,1,0,0,0,10.383251171722142,32.7697759,-117.0734741,safe
s_278,0,5,1,0,0,0,16.473282976211642,32.7690271,-117.0735814,safe
s_279,0,1,0,0,0,0,42.07591390240995,32.7740419,-117.063617,safe
s_280,0,5,0,0,0,0,38.90283727954329,32.775963399999995,-117.0649581,safe
s_281,0,2,1,0,0,0,15.968528705672007,32.7756476,-117.06599879999999,safe
s_282,0,4,1,0,0,0,15.418457897077793,32.7765407,-117.0640247,safe
s_283,1,6,0,0,0,0,62.371003197782116,32.7751727,-117.06027150000001,safe
s_284,1,3,0,0,0,0,36.308141733479154,32.774987100000004,-117.0591952,safe
s_285,1,5,0,0,0,0,36.982098538915466,32.774734499999994,-117.0605149,safe
s_286,0,6,1,0,0,0,5.283259918939168,32.7744842,-117.06031370000001,safe
s_287,0,3,0,0,0,0,82.0086148960394,32.7743647,-117.05943400000001,safe
s_288,1,2,0,0,0,0,32.73538809852462,32.7744255,-117.0585381,safe
s_289,0,3,0,0,0,0,42.64710843530366,32.7728268,-117.05721329999999,safe
s_290,0,4,0,0,0,0,36.85139606632431,32.77286289999999,-117.05795900000001,safe
s_291,0,1,1,0,0,0,19.41938743794084,32.773544,-117.0579804,safe
s_292,0,2,0,0,0,0,44.53707423271284,32.773160600000004,-117.0589997,safe
s_293,0,5,1,0,0,0,20.367545019397546,32.7728358,-117.05954150000001,safe
s_294,0,3,0,0,0,0,49.834027608242366,32.7722359,-117.0590104,safe
s_295,0,3,0,0,0,0,89.47633550682839,32.7750901,-117.0547794,safe
s_296,0,4,0,0,0,0,22.68091084554861,32.7744406,-117.05453270000001,safe
s_297,0,4,0,0,0,0,50.37634650360025,32.773764,-117.05312179999999,safe
s_298,0,5,0,0,0,0,53.00580049439794,32.773800099999995,-117.05484380000001,safe
s_299,0,2,0,0,0,0,34.607295306165234,32.7724061,-117.0536013,safe
s_300,0,2,0,0,0,0,35.07984802832722,32.7713506,-117.05355829999999,safe
s_301,0,4,0,0,0,0,35.424172739491645,32.772874,-117.0553075,safe
s_302,1,1,0,0,0,0,54.29820468705918,32.7691915,-117.050191,safe
s_303,0,1,0,0,0,0,77.15107365657752,32.7692411,-117.04847439999999,safe
s_304,2,2,0,0,0,0,49.00587356959777,32.7691825,-117.05115659999998,safe
s_305,0,2,0,0,0,0,48.6981472137809,32.7707522,-117.05097959999999,safe
s_306,2,3,0,0,0,0,33.593230851762726,32.7744283,-117.05059240000001,safe
s_307,1,5,0,0,0,0,43.976885933309326,32.7739592,-117.04974479999998,safe
s_308,0,6,0,0,0,0,61.70584409303825,32.7731608,-117.05083379999999,safe
s_309,2,3,0,0,0,0,72.50447429157423,32.7726241,-117.0507909,safe
s_310,0,5,1,0,0,0,8.740378358167026,32.772071999999994,-117.054549,safe
s_311,0,3,0,0,0,0,44.55333231962461,32.77218010000001,-117.0492379,safe
s_312,0,2,0,0,0,0,26.298702356058932,32.7712599,-117.0491521,safe
s_313,0,2,0,0,0,0,23.106020998655318,32.764855600000004,-117.05716090000001,safe
s_314,0,4,0,0,0,0,51.72723531317975,32.763684999999995,-117.05111570000001,safe
s_315,1,1,0,0,0,0,36.89653886758982,32.7644203,-117.05112109999999,safe
s_316,1,2,0,0,0,0,137.83488658630807,32.76327,-117.0497585,safe
s_317,0,2,0,0,0,0,79.68864416162741,32.7669004,-117.0442922,safe
s_318,0,3,0,0,0,0,75.96844278233239,32.823589500000004,-117.19255990000002,safe
s_319,0,3,0,0,0,0,113.41712618770758,32.8230124,-117.1912831,safe
s_320,0,3,1,0,0,0,22.90367379135224,32.824207,-117.1887994,safe
s_321,0,4,0,0,0,0,52.66659460670262,32.8242296,-117.1904785,safe
s_322,0,3,0,0,0,0,33.55414474442121,32.8238644,-117.18967920000001,safe
s_323,0,2,0,0,0,0,57.632152735996506,32.824959899999996,-117.18860090000001,safe
s_324,0,6,0,0,0,0,72.92926736914976,32.8234497,-117.19052669999999,safe
s_325,1,4,0,0,0,0,66.43312482112977,32.8238058,-117.18790890000001,safe
s_326,2,6,1,0,0,0,20.050680968649523,32.8249238,-117.1902263,safe
s_327,0,1,0,0,0,0,37.540836066154775,32.8253971,-117.1910739,safe
s_328,1,6,0,0,0,0,85.55316294183909,32.82647,-117.1894217,safe
s_329,0,1,0,0,0,0,87.78901237761328,32.825884,-117.18954769999999,safe
s_330,0,2,0,0,0,0,20.657646157062192,32.827056,-117.18899520000001,safe
s_331,0,2,0,0,0,0,32.303071272188355,32.8270019,-117.19049720000001,safe
s_332,0,5,0,0,0,0,50.05774438846444,32.8257647,-117.1927379,safe
s_333,0,2,1,0,0,0,20.475630325990398,32.8253274,-117.1936659,safe
s_334,0,5,0,0,0,0,69.67109753761497,32.8249623,-117.1941004,safe
s_335,0,3,1,0,0,0,13.857259915218895,32.8248631,-117.192931,safe
s_336,0,2,0,0,0,0,83.89625819510566,32.828534399999995,-117.20994809999999,safe
