id,windows,car,lights,gas,convience,sdpd,lampdist,lat,lon,crime
s_567,0,3,0,1081,816,1128,116.60922400839607,32.8080624,-117.222739,safe
s_568,0,1,0,1114,850,1415,32.55563516042716,32.8101724,-117.2230501,safe
s_569,0,1,0,393,296,1462,90.65249899870382,32.8023354,-117.2406168,safe
s_570,3,0,0,558,461,1227,68.69750560952782,32.8038053,-117.2384496,safe
s_571,2,1,0,462,684,1090,72.06269998395572,32.8041209,-117.2370333,safe
s_572,1,3,0,405,445,905,72.06068996855196,32.8039316,-117.2355313,safe
s_573,0,3,0,385,462,817,82.30075888280345,32.8035528,-117.2350217,safe
s_574,0,2,0,570,793,1198,73.60665325788587,32.8050498,-117.2373338,safe
s_575,0,6,0,705,313,491,81.58732679613512,32.8025468,-117.2328892,safe
s_576,0,1,0,405,325,681,67.14621247074558,32.8029121,-117.2334578,safe
s_577,0,0,0,705,489,492,47.43284549356351,32.8031556,-117.2324654,safe
s_578,0,4,0,672,55,336,24.65859785039927,32.8029772,-117.2281315,safe
s_579,1,4,0,456,286,242,73.25320788149611,32.8028509,-117.2293009,safe
s_580,0,5,0,553,185,339,111.67176345542417,32.803401,-117.2289791,safe
s_581,0,5,0,384,111,170,43.98624297767081,32.8023279,-117.2293224,safe
s_582,0,1,0,964,800,1865,55.89249031803449,32.8064564,-117.2421832,safe
s_583,1,2,0,844,746,1689,47.7941201588657,32.8068803,-117.24037,safe
s_584,0,3,0,722,625,1688,40.56457822378692,32.8056899,-117.2411801,safe
s_585,0,14,0,1333,185,2561,41.54736194200434,32.796301,-117.2534693,safe
s_586,0,8,0,1401,367,2839,71.48786248155821,32.7976989,-117.2549392,safe
s_587,2,1,0,1301,396,2730,85.93771545538388,32.7985737,-117.2533835,safe
s_588,1,1,0,1142,343,2678,62.41792869046648,32.7989164,-117.2517098,safe
s_589,0,6,0,1314,490,2930,71.2644130212653,32.7986729,-117.2550464,safe
s_590,0,6,1,1187,575,2839,12.882414136429068,32.7995206,-117.25554,safe
s_591,0,5,0,991,628,2741,66.59057437769079,32.8009365,-117.2537375,safe
s_592,0,5,0,1066,532,2541,45.92311240158088,32.8014415,-117.2516776,safe
s_593,0,4,0,1771,1551,1104,29.56201228997678,32.7040186,-117.111613,safe
s_594,0,5,0,439,570,579,26.184454776244774,32.7086572,-117.1424428,safe
s_595,0,5,0,421,585,328,29.95881541501501,32.7094787,-117.1413109,safe
s_596,0,2,0,2043,2043,4194,37.57459564892486,32.9215216,-117.1130123,safe
s_597,2,4,0,1169,1654,2302,24.78765335299255,32.8093001,-117.2083644,safe
s_598,0,0,0,1375,1375,688,46.25330467740666,32.7127031,-117.1377889,safe
s_599,0,4,0,825,578,426,48.46085937690318,32.7105644,-117.1344989,safe
